ngram,freq
generation,16764773
the future,16761690
dog,16760917
stock,16758840
officer,16735198
opinion,16733031
suggest,16723431
bodies,16718101
spread,16699836
entered,16688603
because they,16679987
ancient,16676222
frequency,16672562
fair,16668386
not think,16667244
the development,16653299
and if,16645508
as much,16635834
framework,16631922
sight,16625258
realized,16624820
motion,16623700
to meet,16619696
seems to,16617027
via,16603537
patterns,16597841
formation,16573506
nice,16551841
they do,16549084
description,16544133
be in,16541401
watching,16538435
helped,16531792
command,16530884
ship,16526047
holy,16525254
components,16517128
legs,16516307
the American,16499920
it does,16499155
walking,16468111
guy,16455042
Israel,16447754
answered,16444824
carry,16442106
element,16435065
the entire,16434814
slightly,16424567
equipment,16419638
describe,16414090
performed,16411610
corner,16409050
closer,16404640
minute,16395880
index,16385990
the name,16385884
challenge,16371920
acts,16349321
is one,16346694
warm,16344863
interesting,16336218
recently,16334445
employees,16333042
playing,16329383
close to,16311014
feelings,16298566
anti,16278858
protein,16269644
fish,16258674
access to,16252077
domestic,16194386
starting,16189697
tools,16185627
claims,16179739
copyright,16166962
changing,16157454
time of,16152452
to understand,16149557
rock,16141226
philosophy,16136492
to your,16122995
were the,16113417
core,16095183
ibid,16092030
approaches,16091228
forced,16089788
fit,16084349
November,16080649
a person,16066415
conference,16050316
procedure,16046424
known as,16044982
majority,16036160
affect,16031546
silence,16022539
with you,16017010
opening,16006465
I knew,16001630
turning,15983084
and an,15977184
point of,15970236
causes,15965373
improve,15954072
the front,15946551
allows,15941215
was so,15931774
enter,15913119
kill,15911091
agent,15884468
horse,15880428
wants,15853844
treated,15853497
hence,15845475
thanks,15820441
but in,15818539
prevent,15790937
broken,15760931
the latter,15758198
laughed,15752392
client,15740487
are a,15726205
then he,15725029
suggests,15717434
division,15715002
send,15709896
of being,15707356
the floor,15701456
all that,15701033
fresh,15696576
people who,15690272
machine,15681653
purposes,15671199
introduced,15667844
projects,15665626
creating,15662975
presence of,15659875
her own,15657114
regional,15640203
technical,15636837
trouble,15632663
telling,15618928
much of,15613336
both the,15606420
thirty,15604073
I should,15601678
units,15597060
impossible,15586521
for each,15582585
industrial,15581940
slow,15574549
employment,15561639
effect of,15558069
goals,15557486
you need,15552976
station,15543763
just a,15542335
and are,15534085
say that,15517137
seat,15511229
seem to,15510434
crisis,15505400
cup,15502099
to it,15498997
expect,15497466
exist,15496697
secret,15463656
the company,15445528
the patient,15444872
sector,15444676
guide,15439968
annual,15436731
served,15432226
expressed,15420968
whereas,15417172
a woman,15414778
birth,15411857
variable,15407219
proper,15405017
should have,15399209
process of,15398856
hurt,15371831
what we,15366823
output,15365351
for it,15357789
make the,15355924
medicine,15343707
square,15343507
drink,15336839
the system,15329110
possibility,15320647
made a,15317577
finished,15310088
providing,15305139
the word,15301105
top of,15295635
records,15286241
hill,15273462
take a,15269649
of each,15261655
strange,15254282
village,15247956
in particular,15243836
huge,15242016
dinner,15241179
emotional,15227387
understanding of,15225521
practical,15195257
metal,15193427
creation,15186711
or not,15180187
protect,15177992
we'll,15177630
managed,15169936
internet,15169306
ahead,15168038
store,15164705
idea of,15164120
coffee,15147419
interaction,15138977
release,15137169
typically,15133308
concepts,15129603
occurs,15123501
smaller,15118343
career,15115522
accept,15106513
moreover,15103238
named,15103206
spiritual,15095670
through a,15092571
for instance,15091293
but you,15089249
academic,15072520
gain,15072357
pointed,15069051
mom,15068226
quick,15045585
of him,15032201
to create,15026124
commercial,15024810
took a,15018783
are in,15011495
intended,15006331
regard,15004928
educational,14995297
psychology,14990841
dear,14990543
do it,14981203
and said,14980058
kids,14979578
the present,14968822
with this,14965009
the power,14961775
advantage,14959255
selected,14956522
in these,14955116
director,14943521
damage,14934743
but there,14932134
interested,14931191
also be,14919771
walls,14910767
testing,14908237
accepted,14907419
a second,14902204
opportunities,14900765
difficult to,14900566
dry,14899682
official,14898722
procedures,14897192
leaves,14894570
yeah,14893016
suppose,14877153
is more,14872943
items,14864479
buy,14863066
wood,14855056
any of,14847201
Department of,14846318
you and,14844472
captain,14843539
up a,14839474
signal,14839293
leader,14837280
spring,14833714
comparison,14829423
told me,14828654
involved in,14827415
chemical,14824196
to leave,14821481
centre,14819648
quiet,14796007
wave,14795630
keeping,14795563
was also,14792237
supposed,14782678
plants,14781335
changes in,14771644
criminal,14770780
he knew,14764299
empty,14764295
how much,14758493
think of,14755492
survey,14748192
frequently,14747940
becoming,14742115
they will,14740247
duty,14731291
and social,14730219
views,14729271
matters,14728523
of people,14722801
throughout the,14721459
afraid,14718862
the family,14718268
a time,14717218
background,14711666
who were,14710428
an important,14710367
variety of,14698068
the point,14697499
a couple,14696391
southern,14694031
tears,14686033
forest,14684200
tell me,14670806
into his,14648449
him in,14644369
judge,14641501
clothes,14638670
soil,14627142
interpretation,14600225
focused,14596310
processing,14595212
merely,14576829
February,14567963
other hand,14557956
when a,14552490
hearing,14550616
the truth,14549235
beside,14536453
Americans,14536151
joint,14529832
block,14517766
click,14516956
dream,14516234
in many,14511623
achieve,14511194
only the,14511121
has not,14510751
tests,14504140
clean,14503684
contemporary,14495100
apart,14489822
sales,14485650
travel,14473848
like that,14470230
county,14467945
focus on,14456687
California,14443824
have no,14443260
regular,14440466
UK,14429629
imagine,14417454
papers,14411792
to its,14410422
forth,14403784
cent,14395954
mission,14395661
at that,14393206
maintain,14385755
maximum,14383842
you may,14377090
fields,14375256
its own,14370965
calls,14370322
sites,14361632
group of,14358195
the original,14351830
carefully,14348480
medium,14334880
variables,14334700
pre,14332064
selection,14328397
novel,14309872
the war,14309641
unique,14303110
bear,14300918
failed,14299842
only one,14284588
reduction,14281611
tradition,14261930
increases,14253483
located,14241615
the child,14219105
evil,14218852
first time,14206824
for some,14204497
layer,14198697
secretary,14191422
has to,14174656
to show,14171969
represent,14162719
her face,14159592
referred,14158719
thank you,14158250
cities,14151808
familiar,14147587
years of,14147344
a certain,14132729
time and,14129963
discuss,14127817
figures,14126055
contains,14117857
you should,14116496
at me,14112518
not in,14109572
used for,14106894
the presence,14105427
connected,14102733
authors,14102663
reserved,14102491
error,14099547
kingdom,14094437
the book,14083272
a different,14071996
ratio,14060215
out in,14057932
take the,14055640
he looked,14054605
them in,14054032
the subject,14050828
not just,14039945
concerns,14039652
youth,14039493
the car,14038714
too much,14017867
obvious,14014256
me and,14012867
tell you,14002949
worse,14001390
the current,13997628
cognitive,13997484
wild,13994504
the British,13994108
visual,13991712
labour,13987023
view of,13982815
stated,13976106
officers,13973039
participants,13968633
software,13966610
asking,13957679
guess,13957272
sky,13951394
that were,13943923
map,13941339
the role,13940329
the form,13937366
formal,13936601
dropped,13933507
affected,13929583
signs,13927923
royal,13927904
of you,13924726
challenges,13923898
insurance,13922456
climate,13920198
adult,13912617
noticed,13912384
where he,13901335
the earth,13898158
experienced,13894355
with my,13891358
the law,13888274
to put,13874103
is used,13874037
entirely,13873832
showing,13865733
powers,13852517
engineering,13848760
if a,13844691
cash,13832044
interview,13828444
Jewish,13821286
over to,13814276
any other,13811963
sufficient,13803541
sounds,13802721
ice,13802403
audience,13797581
which they,13797100
in Figure,13790470
but a,13790284
the road,13789247
the third,13778460
pleasure,13776853
previously,13773584
you could,13759745
the beginning,13759119
because I,13758170
are also,13757910
will have,13754225
that has,13748718
the results,13747965
listen,13745893
recognized,13740964
hotel,13737132
a particular,13735486
